,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Imp_Embarked_mf,Imp_Age_Mean,Imp_Age_Median,Imp_Age_Rand,Imp_Det_Lin,Imp_Sto_Lin
808,809,0,2,1,39.0,0,0,13.0,1.0,1.0,39.0,39.0,39.0,39.0,39.0
809,810,1,1,0,33.0,1,0,53.1,1.0,1.0,33.0,33.0,33.0,33.0,33.0
810,811,0,3,1,26.0,0,0,7.8875,1.0,1.0,26.0,26.0,26.0,26.0,26.0
811,812,0,3,1,39.0,0,0,24.15,1.0,1.0,39.0,39.0,39.0,39.0,39.0
812,813,0,2,1,35.0,0,0,10.5,1.0,1.0,35.0,35.0,35.0,35.0,35.0
813,814,0,3,0,6.0,4,2,31.275,1.0,1.0,6.0,6.0,6.0,6.0,6.0
814,815,0,3,1,30.5,0,0,8.05,1.0,1.0,30.5,30.5,30.5,30.5,30.5
815,816,0,1,1,,0,0,0.0,1.0,1.0,29.69911764705882,28.0,57.0,42.272893636545774,42.0
816,817,0,3,0,23.0,0,0,7.925,1.0,1.0,23.0,23.0,23.0,23.0,23.0
817,818,0,2,1,31.0,1,1,37.0042,2.0,2.0,31.0,31.0,31.0,31.0,31.0
818,819,0,3,1,43.0,0,0,6.45,1.0,1.0,43.0,43.0,43.0,43.0,43.0
819,820,0,3,1,10.0,3,2,27.9,1.0,1.0,10.0,10.0,10.0,10.0,10.0
820,821,1,1,0,52.0,1,1,93.5,1.0,1.0,52.0,52.0,52.0,52.0,52.0
821,822,1,3,1,27.0,0,0,8.6625,1.0,1.0,27.0,27.0,27.0,27.0,27.0
822,823,0,1,1,38.0,0,0,0.0,1.0,1.0,38.0,38.0,38.0,38.0,38.0
823,824,1,3,0,27.0,0,1,12.475,1.0,1.0,27.0,27.0,27.0,27.0,27.0
824,825,0,3,1,2.0,4,1,39.6875,1.0,1.0,2.0,2.0,2.0,2.0,2.0
825,826,0,3,1,,0,0,6.95,3.0,3.0,29.69911764705882,28.0,75.0,27.21080512008334,27.0
826,827,0,3,1,,0,0,56.4958,1.0,1.0,29.69911764705882,28.0,11.0,28.60537566379873,28.0
827,828,1,2,1,1.0,0,2,37.0042,2.0,2.0,1.0,1.0,1.0,1.0,1.0
828,829,1,3,1,,0,0,7.75,3.0,3.0,29.69911764705882,28.0,21.0,27.203548910143677,27.0
829,830,1,1,0,62.0,0,0,80.0,,1.0,62.0,62.0,62.0,62.0,62.0
830,831,1,3,0,15.0,1,0,14.4542,2.0,2.0,15.0,15.0,15.0,15.0,15.0
831,832,1,2,1,0.83,1,1,18.75,1.0,1.0,0.83,0.83,0.83,0.83,0.83
832,833,0,3,1,,0,0,7.2292,2.0,2.0,29.69911764705882,28.0,36.0,28.13025467868991,27.0
833,834,0,3,1,23.0,0,0,7.8542,1.0,1.0,23.0,23.0,23.0,23.0,23.0
834,835,0,3,1,18.0,0,0,8.3,1.0,1.0,18.0,18.0,18.0,18.0,18.0
835,836,1,1,0,39.0,1,1,83.1583,2.0,2.0,39.0,39.0,39.0,39.0,39.0
836,837,0,3,1,21.0,0,0,8.6625,1.0,1.0,21.0,21.0,21.0,21.0,21.0
837,838,0,3,1,,0,0,8.05,1.0,1.0,29.69911764705882,28.0,48.0,29.044791783167327,28.0
838,839,1,3,1,32.0,0,0,56.4958,1.0,1.0,32.0,32.0,32.0,32.0,32.0
839,840,1,1,1,,0,0,29.7,2.0,2.0,29.69911764705882,28.0,44.0,41.08152486666032,41.0
840,841,0,3,1,20.0,0,0,7.925,1.0,1.0,20.0,20.0,20.0,20.0,20.0
841,842,0,2,1,16.0,0,0,10.5,1.0,1.0,16.0,16.0,16.0,16.0,16.0
842,843,1,1,0,30.0,0,0,31.0,2.0,2.0,30.0,30.0,30.0,30.0,30.0
843,844,0,3,1,34.5,0,0,6.4375,2.0,2.0,34.5,34.5,34.5,34.5,34.5
844,845,0,3,1,17.0,0,0,8.6625,1.0,1.0,17.0,17.0,17.0,17.0,17.0
845,846,0,3,1,42.0,0,0,7.55,1.0,1.0,42.0,42.0,42.0,42.0,42.0
846,847,0,3,1,,8,2,69.55,1.0,1.0,29.69911764705882,28.0,70.0,-5.331928376440793,-6.0
847,848,0,3,1,35.0,0,0,7.8958,2.0,2.0,35.0,35.0,35.0,35.0,35.0
848,849,0,2,1,28.0,0,1,33.0,1.0,1.0,28.0,28.0,28.0,28.0,28.0
849,850,1,1,0,,1,0,89.1042,2.0,2.0,29.69911764705882,28.0,34.0,32.11229319269241,32.0
850,851,0,3,1,4.0,4,2,31.275,1.0,1.0,4.0,4.0,4.0,4.0,4.0
851,852,0,3,1,74.0,0,0,7.775,1.0,1.0,74.0,74.0,74.0,74.0,74.0
852,853,0,3,0,9.0,1,1,15.2458,2.0,2.0,9.0,9.0,9.0,9.0,9.0
853,854,1,1,0,16.0,0,1,39.4,1.0,1.0,16.0,16.0,16.0,16.0,16.0
854,855,0,2,0,44.0,1,0,26.0,1.0,1.0,44.0,44.0,44.0,44.0,44.0
855,856,1,3,0,18.0,0,1,9.35,1.0,1.0,18.0,18.0,18.0,18.0,18.0
856,857,1,1,0,45.0,1,1,164.8667,1.0,1.0,45.0,45.0,45.0,45.0,45.0
857,858,1,1,1,51.0,0,0,26.55,1.0,1.0,51.0,51.0,51.0,51.0,51.0
858,859,1,3,0,24.0,0,3,19.2583,2.0,2.0,24.0,24.0,24.0,24.0,24.0
859,860,0,3,1,,0,0,7.2292,2.0,2.0,29.69911764705882,28.0,69.0,28.13025467868991,28.0
860,861,0,3,1,41.0,2,0,14.1083,1.0,1.0,41.0,41.0,41.0,41.0,41.0
861,862,0,2,1,21.0,1,0,11.5,1.0,1.0,21.0,21.0,21.0,21.0,21.0
862,863,1,1,0,48.0,0,0,25.9292,1.0,1.0,48.0,48.0,48.0,48.0,48.0
863,864,0,3,0,,8,2,69.55,1.0,1.0,29.69911764705882,28.0,25.0,-9.683497026832605,-10.0
864,865,0,2,1,24.0,0,0,13.0,1.0,1.0,24.0,24.0,24.0,24.0,24.0
865,866,1,2,0,42.0,0,0,13.0,1.0,1.0,42.0,42.0,42.0,42.0,42.0
866,867,1,2,0,27.0,1,0,13.8583,2.0,2.0,27.0,27.0,27.0,27.0,27.0
867,868,0,1,1,31.0,0,0,50.4958,1.0,1.0,31.0,31.0,31.0,31.0,31.0
868,869,0,3,1,,0,0,9.5,1.0,1.0,29.69911764705882,28.0,29.0,29.03163990265169,29.0
869,870,1,3,1,4.0,1,1,11.1333,1.0,1.0,4.0,4.0,4.0,4.0,4.0
870,871,0,3,1,26.0,0,0,7.8958,1.0,1.0,26.0,26.0,26.0,26.0,26.0
871,872,1,1,0,47.0,1,1,52.5542,1.0,1.0,47.0,47.0,47.0,47.0,47.0
872,873,0,1,1,33.0,0,0,5.0,1.0,1.0,33.0,33.0,33.0,33.0,33.0
873,874,0,3,1,47.0,0,0,9.0,1.0,1.0,47.0,47.0,47.0,47.0,47.0
874,875,1,2,0,28.0,1,0,24.0,2.0,2.0,28.0,28.0,28.0,28.0,28.0
875,876,1,3,0,15.0,0,0,7.225,2.0,2.0,15.0,15.0,15.0,15.0,15.0
876,877,0,3,1,20.0,0,0,9.8458,1.0,1.0,20.0,20.0,20.0,20.0,20.0
877,878,0,3,1,19.0,0,0,7.8958,1.0,1.0,19.0,19.0,19.0,19.0,19.0
878,879,0,3,1,,0,0,7.8958,1.0,1.0,29.69911764705882,28.0,44.0,29.046190417633195,29.0
879,880,1,1,0,56.0,0,1,83.1583,2.0,2.0,56.0,56.0,56.0,56.0,56.0
880,881,1,2,0,25.0,0,1,26.0,1.0,1.0,25.0,25.0,25.0,25.0,25.0
881,882,0,3,1,33.0,0,0,7.8958,1.0,1.0,33.0,33.0,33.0,33.0,33.0
882,883,0,3,0,22.0,0,0,10.5167,1.0,1.0,22.0,22.0,22.0,22.0,22.0
883,884,0,2,1,28.0,0,0,10.5,1.0,1.0,28.0,28.0,28.0,28.0,28.0
884,885,0,3,1,25.0,0,0,7.05,1.0,1.0,25.0,25.0,25.0,25.0,25.0
885,886,0,3,0,39.0,0,5,29.125,3.0,3.0,39.0,39.0,39.0,39.0,39.0
886,887,0,2,1,27.0,0,0,13.0,1.0,1.0,27.0,27.0,27.0,27.0,27.0
887,888,1,1,0,19.0,0,0,30.0,1.0,1.0,19.0,19.0,19.0,19.0,19.0
888,889,0,3,0,,1,2,23.45,1.0,1.0,29.69911764705882,28.0,59.0,19.286601454118447,21.0
889,890,1,1,1,26.0,0,0,30.0,2.0,2.0,26.0,26.0,26.0,26.0,26.0
890,891,0,3,1,32.0,0,0,7.75,3.0,3.0,32.0,32.0,32.0,32.0,32.0
